dataset,taxaID,locus,gene,essentiality,pmid,Ref_db
108,83333,wza,wza,NE,,PEC
108,83333,wzb,wzb,NE,,PEC
108,83333,wzc,wzc,NE,,PEC
108,83333,wzxB,wzxB,NE,,PEC
108,83333,wzxC,wzxC,NE,,PEC
108,83333,wzxE,wzxE,NE,,PEC
108,83333,wzyE,wzyE,NE,,PEC
108,83333,wzzB,wzzB,NE,,PEC
108,83333,wzzE,wzzE,NE,,PEC
108,83333,xanP,xanP,NE,,PEC
108,83333,xanQ,xanQ,NE,,PEC
108,83333,xapA,xapA,NE,,PEC
108,83333,xapB,xapB,NE,,PEC
108,83333,xapR,xapR,NE,,PEC
108,83333,xdhA,xdhA,NE,,PEC
108,83333,xdhB,xdhB,NE,,PEC
108,83333,xdhC,xdhC,NE,,PEC
108,83333,xdhD,xdhD,NE,,PEC
108,83333,xerC,xerC,NE,,PEC
108,83333,xerD,xerD,NE,,PEC
108,83333,xisD,xisD,NE,,PEC
108,83333,xisE,xisE,NE,,PEC
108,83333,xseA,xseA,NE,,PEC
108,83333,xseB,xseB,NE,,PEC
108,83333,xthA,xthA,NE,,PEC
108,83333,xylA,xylA,NE,,PEC
108,83333,xylB,xylB,NE,,PEC
108,83333,xylE,xylE,NE,,PEC
108,83333,xylF,xylF,NE,,PEC
108,83333,xylG,xylG,NE,,PEC
108,83333,xylH,xylH,NE,,PEC
108,83333,xylR,xylR,NE,,PEC
108,83333,yaaA,yaaA,NE,,PEC
108,83333,yaaH,yaaH,NE,,PEC
108,83333,yaaI,yaaI,NE,,PEC
108,83333,yaaJ,yaaJ,NE,,PEC
108,83333,yaaU,yaaU,NE,,PEC
108,83333,yaaW,yaaW,NE,,PEC
108,83333,yaaX,yaaX,NE,,PEC
108,83333,yaaY,yaaY,NE,,PEC
108,83333,yabI,yabI,NE,,PEC
108,83333,yabP,yabP,NE,,PEC
108,83333,yacC,yacC,NE,,PEC
108,83333,yacG,yacG,NE,,PEC
108,83333,yacH,yacH,NE,,PEC
108,83333,yacL,yacL,NE,,PEC
108,83333,yadC,yadC,NE,,PEC
108,83333,yadD,yadD,NE,,PEC
108,83333,yadE,yadE,NE,,PEC
108,83333,yadG,yadG,NE,,PEC
108,83333,yadH,yadH,NE,,PEC
108,83333,yadI,yadI,NE,,PEC
108,83333,yadK,yadK,NE,,PEC
108,83333,yadL,yadL,NE,,PEC
108,83333,yadM,yadM,NE,,PEC
108,83333,yadN,yadN,NE,,PEC
108,83333,yadS,yadS,NE,,PEC
108,83333,yadV,yadV,NE,,PEC
108,83333,yaeF,yaeF,NE,,PEC
108,83333,yaeH,yaeH,NE,,PEC
108,83333,yaeI,yaeI,NE,,PEC
108,83333,yaeP,yaeP,NE,,PEC
108,83333,yaeQ,yaeQ,NE,,PEC
108,83333,yaeR,yaeR,NE,,PEC
108,83333,yafC,yafC,NE,,PEC
108,83333,yafD,yafD,NE,,PEC
108,83333,yafE,yafE,NE,,PEC
108,83333,yafF,yafF,NE,,PEC
108,83333,yafJ,yafJ,NE,,PEC
108,83333,yafK,yafK,NE,,PEC
108,83333,yafL,yafL,NE,,PEC
108,83333,yafN,yafN,NE,,PEC
108,83333,yafO,yafO,NE,,PEC
108,83333,yafP,yafP,NE,,PEC
108,83333,yafQ,yafQ,NE,,PEC
108,83333,yafS,yafS,NE,,PEC
108,83333,yafT,yafT,NE,,PEC
108,83333,yafU,yafU,NE,,PEC
108,83333,yafV,yafV,NE,,PEC
108,83333,yafW,yafW,NE,,PEC
108,83333,yafX,yafX,NE,,PEC
108,83333,yafY,yafY,NE,,PEC
108,83333,yafZ,yafZ,NE,,PEC
108,83333,yagA,yagA,NE,,PEC
108,83333,yagB,yagB,NE,,PEC
108,83333,yagE,yagE,NE,,PEC
108,83333,yagF,yagF,NE,,PEC
108,83333,yagG,yagG,NE,,PEC
108,83333,yagH,yagH,NE,,PEC
108,83333,yagI,yagI,NE,,PEC
108,83333,yagJ,yagJ,NE,,PEC
108,83333,yagK,yagK,NE,,PEC
108,83333,yagL,yagL,NE,,PEC
108,83333,yagM,yagM,NE,,PEC
108,83333,yagN,yagN,NE,,PEC
108,83333,yagP,yagP,NE,,PEC
108,83333,yagU,yagU,NE,,PEC
108,83333,yahA,yahA,NE,,PEC
108,83333,yahB,yahB,NE,,PEC
108,83333,yahC,yahC,NE,,PEC
108,83333,yahD,yahD,NE,,PEC
108,83333,yahE,yahE,NE,,PEC
108,83333,yahF,yahF,NE,,PEC
108,83333,yahG,yahG,NE,,PEC
108,83333,yahI,yahI,NE,,PEC
108,83333,yahJ,yahJ,NE,,PEC
108,83333,yahK,yahK,NE,,PEC
108,83333,yahL,yahL,NE,,PEC
108,83333,yahM,yahM,NE,,PEC
108,83333,yahN,yahN,NE,,PEC
108,83333,yahO,yahO,NE,,PEC
108,83333,yaiA,yaiA,NE,,PEC
108,83333,yaiC,yaiC,NE,,PEC
108,83333,yaiE,yaiE,NE,,PEC
108,83333,yaiI,yaiI,NE,,PEC
108,83333,yaiL,yaiL,NE,,PEC
108,83333,yaiO,yaiO,NE,,PEC
108,83333,yaiP,yaiP,NE,,PEC
108,83333,yaiS,yaiS,NE,,PEC
108,83333,yaiT,yaiT,NE,,PEC
108,83333,yaiV,yaiV,NE,,PEC
108,83333,yaiW,yaiW,NE,,PEC
108,83333,yaiX,yaiX,NE,,PEC
108,83333,yaiY,yaiY,NE,,PEC
108,83333,yaiZ,yaiZ,NE,,PEC
108,83333,yajC,yajC,NE,,PEC
108,83333,yajD,yajD,NE,,PEC
108,83333,yajG,yajG,NE,,PEC
108,83333,yajI,yajI,NE,,PEC
108,83333,yajL,yajL,NE,,PEC
108,83333,yajO,yajO,NE,,PEC
108,83333,yajQ,yajQ,NE,,PEC
108,83333,yajR,yajR,NE,,PEC
108,83333,ybaA,ybaA,NE,,PEC
108,83333,ybaB,ybaB,NE,,PEC
108,83333,ybaE,ybaE,C,,PEC
108,83333,ybaK,ybaK,NE,,PEC
108,83333,ybaL,ybaL,NE,,PEC
108,83333,ybaM,ybaM,NE,,PEC
108,83333,ybaN,ybaN,NE,,PEC
108,83333,ybaO,ybaO,NE,,PEC
108,83333,ybaP,ybaP,NE,,PEC
108,83333,ybaQ,ybaQ,NE,,PEC
108,83333,ybaT,ybaT,NE,,PEC
108,83333,ybaV,ybaV,NE,,PEC
108,83333,ybaY,ybaY,NE,,PEC
108,83333,ybaZ,ybaZ,NE,,PEC
108,83333,ybbA,ybbA,NE,,PEC
108,83333,ybbC,ybbC,NE,,PEC
108,83333,ybbD,ybbD,NE,,PEC
108,83333,ybbJ,ybbJ,NE,,PEC
108,83333,ybbL,ybbL,NE,,PEC
108,83333,ybbM,ybbM,NE,,PEC
108,83333,ybbN,ybbN,NE,,PEC
108,83333,ybbO,ybbO,NE,,PEC
108,83333,ybbP,ybbP,NE,,PEC
108,83333,ybbW,ybbW,NE,,PEC
108,83333,ybbY,ybbY,NE,,PEC
108,83333,ybcF,ybcF,NE,,PEC
108,83333,ybcH,ybcH,NE,,PEC
108,83333,ybcI,ybcI,NE,,PEC
108,83333,ybcJ,ybcJ,NE,,PEC
108,83333,ybcK,ybcK,NE,,PEC
108,83333,ybcL,ybcL,NE,,PEC
108,83333,ybcM,ybcM,NE,,PEC
108,83333,ybcN,ybcN,NE,,PEC
108,83333,ybcO,ybcO,NE,,PEC
108,83333,ybcV,ybcV,NE,,PEC
108,83333,ybcW,ybcW,NE,,PEC
108,83333,ybcY,ybcY,NE,,PEC
108,83333,ybdD,ybdD,NE,,PEC
108,83333,ybdF,ybdF,NE,,PEC
108,83333,ybdG,ybdG,NE,,PEC
108,83333,ybdH,ybdH,NE,,PEC
108,83333,ybdJ,ybdJ,NE,,PEC
108,83333,ybdK,ybdK,NE,,PEC
108,83333,ybdL,ybdL,NE,,PEC
108,83333,ybdM,ybdM,NE,,PEC
108,83333,ybdN,ybdN,NE,,PEC
108,83333,ybdO,ybdO,NE,,PEC
108,83333,ybdR,ybdR,NE,,PEC
108,83333,ybdZ,ybdZ,NE,,PEC
108,83333,ybeD,ybeD,NE,,PEC
108,83333,ybeF,ybeF,NE,,PEC
108,83333,ybeL,ybeL,NE,,PEC
108,83333,ybeM,ybeM,NE,,PEC
108,83333,ybeQ,ybeQ,NE,,PEC
108,83333,ybeR,ybeR,NE,,PEC
108,83333,ybeT,ybeT,NE,,PEC
108,83333,ybeU,ybeU,NE,,PEC
108,83333,ybeX,ybeX,NE,,PEC
108,83333,ybeY,ybeY,NE,,PEC
108,83333,ybeZ,ybeZ,NE,,PEC
108,83333,ybfA,ybfA,NE,,PEC
108,83333,ybfB,ybfB,NE,,PEC
108,83333,ybfC,ybfC,NE,,PEC
108,83333,ybfD,ybfD,NE,,PEC
108,83333,ybfE,ybfE,NE,,PEC
108,83333,ybfF,ybfF,NE,,PEC
108,83333,ybfG,ybfG,NE,,PEC
108,83333,ybfI,ybfI,NE,,PEC
108,83333,ybfK,ybfK,NE,,PEC
108,83333,ybfL,ybfL,NE,,PEC
108,83333,ybfO,ybfO,NE,,PEC
108,83333,ybfP,ybfP,NE,,PEC
108,83333,ybfQ,ybfQ,NE,,PEC
108,83333,ybgA,ybgA,NE,,PEC
108,83333,ybgC,ybgC,NE,,PEC
108,83333,ybgD,ybgD,NE,,PEC
108,83333,ybgE,ybgE,NE,,PEC
108,83333,ybgF,ybgF,NE,,PEC
108,83333,ybgI,ybgI,NE,,PEC
108,83333,ybgJ,ybgJ,NE,,PEC
108,83333,ybgK,ybgK,NE,,PEC
108,83333,ybgL,ybgL,NE,,PEC
108,83333,ybgO,ybgO,NE,,PEC
108,83333,ybgP,ybgP,NE,,PEC
108,83333,ybgQ,ybgQ,NE,,PEC
108,83333,ybgS,ybgS,NE,,PEC
108,83333,ybgT,ybgT,NE,,PEC
108,83333,ybhA,ybhA,NE,,PEC
108,83333,ybhB,ybhB,NE,,PEC
108,83333,ybhC,ybhC,NE,,PEC
108,83333,ybhD,ybhD,NE,,PEC
108,83333,ybhF,ybhF,NE,,PEC
108,83333,ybhG,ybhG,NE,,PEC
108,83333,ybhH,ybhH,NE,,PEC
108,83333,ybhI,ybhI,NE,,PEC
108,83333,ybhJ,ybhJ,NE,,PEC
108,83333,ybhK,ybhK,NE,,PEC
108,83333,ybhL,ybhL,NE,,PEC
108,83333,ybhM,ybhM,NE,,PEC
108,83333,ybhN,ybhN,NE,,PEC
108,83333,ybhP,ybhP,NE,,PEC
108,83333,ybhQ,ybhQ,NE,,PEC
108,83333,ybhR,ybhR,NE,,PEC
108,83333,ybhS,ybhS,NE,,PEC
108,83333,ybiA,ybiA,NE,,PEC
108,83333,ybiB,ybiB,NE,,PEC
108,83333,ybiC,ybiC,NE,,PEC
108,83333,ybiH,ybiH,NE,,PEC
108,83333,ybiI,ybiI,NE,,PEC
108,83333,ybiJ,ybiJ,NE,,PEC
108,83333,ybiO,ybiO,NE,,PEC
108,83333,ybiP,ybiP,NE,,PEC
108,83333,ybiR,ybiR,NE,,PEC
108,83333,ybiS,ybiS,NE,,PEC
108,83333,ybiT,ybiT,NE,,PEC
108,83333,ybiU,ybiU,NE,,PEC
108,83333,ybiV,ybiV,NE,,PEC
108,83333,ybiW,ybiW,NE,,PEC
108,83333,ybiX,ybiX,NE,,PEC
108,83333,ybiY,ybiY,NE,,PEC
108,83333,ybjC,ybjC,NE,,PEC
108,83333,ybjD,ybjD,NE,,PEC
108,83333,ybjE,ybjE,NE,,PEC
108,83333,ybjG,ybjG,NE,,PEC
108,83333,ybjH,ybjH,NE,,PEC
108,83333,ybjI,ybjI,NE,,PEC
108,83333,ybjJ,ybjJ,NE,,PEC
108,83333,ybjK,ybjK,NE,,PEC
108,83333,ybjL,ybjL,NE,,PEC
108,83333,ybjM,ybjM,NE,,PEC
108,83333,ybjN,ybjN,NE,,PEC
108,83333,ybjO,ybjO,NE,,PEC
108,83333,ybjP,ybjP,NE,,PEC
108,83333,ybjQ,ybjQ,NE,,PEC
108,83333,ybjS,ybjS,NE,,PEC
108,83333,ybjT,ybjT,NE,,PEC
108,83333,ybjX,ybjX,NE,,PEC
108,83333,ycaC,ycaC,NE,,PEC
108,83333,ycaD,ycaD,NE,,PEC
108,83333,ycaI,ycaI,NE,,PEC
108,83333,ycaK,ycaK,NE,,PEC
108,83333,ycaL,ycaL,NE,,PEC
108,83333,ycaM,ycaM,NE,,PEC
108,83333,ycaN,ycaN,NE,,PEC
108,83333,ycaO,ycaO,NE,,PEC
108,83333,ycaP,ycaP,NE,,PEC
108,83333,ycaQ,ycaQ,NE,,PEC
108,83333,ycaR,ycaR,NE,,PEC
108,83333,ycbB,ycbB,NE,,PEC
108,83333,ycbC,ycbC,NE,,PEC
108,83333,ycbF,ycbF,NE,,PEC
108,83333,ycbJ,ycbJ,NE,,PEC
108,83333,ycbK,ycbK,NE,,PEC
108,83333,ycbL,ycbL,NE,,PEC
108,83333,ycbU,ycbU,NE,,PEC
108,83333,ycbV,ycbV,NE,,PEC
108,83333,ycbX,ycbX,NE,,PEC
108,83333,ycbZ,ycbZ,NE,,PEC
108,83333,yccA,yccA,NE,,PEC
108,83333,yccB,yccB,NE,,PEC
108,83333,yccE,yccE,NE,,PEC
108,83333,yccF,yccF,NE,,PEC
108,83333,yccJ,yccJ,NE,,PEC
108,83333,yccM,yccM,NE,,PEC
108,83333,yccS,yccS,NE,,PEC
108,83333,yccT,yccT,NE,,PEC
108,83333,yccU,yccU,NE,,PEC
108,83333,yccX,yccX,NE,,PEC
108,83333,ycdT,ycdT,NE,,PEC
108,83333,ycdU,ycdU,NE,,PEC
108,83333,ycdX,ycdX,NE,,PEC
108,83333,ycdY,ycdY,NE,,PEC
108,83333,ycdZ,ycdZ,NE,,PEC
108,83333,yceA,yceA,NE,,PEC
108,83333,yceB,yceB,NE,,PEC
108,83333,yceD,yceD,NE,,PEC
108,83333,yceF,yceF,NE,,PEC
108,83333,yceG,yceG,NE,,PEC
108,83333,yceH,yceH,NE,,PEC
108,83333,yceI,yceI,NE,,PEC
108,83333,yceJ,yceJ,NE,,PEC
108,83333,yceK,yceK,NE,,PEC
108,83333,yceM,yceM,NE,,PEC
108,83333,yceO,yceO,NE,,PEC
108,83333,yceQ,yceQ,E,,PEC
108,83333,ycfD,ycfD,NE,,PEC
108,83333,ycfH,ycfH,NE,,PEC
108,83333,ycfJ,ycfJ,NE,,PEC
108,83333,ycfL,ycfL,NE,,PEC
108,83333,ycfP,ycfP,NE,,PEC
108,83333,ycfQ,ycfQ,NE,,PEC
108,83333,ycfS,ycfS,NE,,PEC
108,83333,ycfT,ycfT,NE,,PEC
108,83333,ycfZ,ycfZ,NE,,PEC
108,83333,ycgB,ycgB,NE,,PEC
108,83333,ycgG,ycgG,NE,,PEC
108,83333,ycgH,ycgH,NE,,PEC
108,83333,ycgI,ycgI,NE,,PEC
108,83333,ycgJ,ycgJ,NE,,PEC
108,83333,ycgL,ycgL,NE,,PEC
108,83333,ycgM,ycgM,NE,,PEC
108,83333,ycgN,ycgN,NE,,PEC
108,83333,ycgR,ycgR,NE,,PEC
108,83333,ycgV,ycgV,NE,,PEC
108,83333,ycgX,ycgX,NE,,PEC
108,83333,ycgY,ycgY,NE,,PEC
108,83333,ycgZ,ycgZ,NE,,PEC
108,83333,ychA,ychA,NE,,PEC
108,83333,ychE,ychE,NE,,PEC
108,83333,ychF,ychF,NE,,PEC
108,83333,ychH,ychH,NE,,PEC
108,83333,ychJ,ychJ,NE,,PEC
108,83333,ychN,ychN,NE,,PEC
108,83333,ychO,ychO,NE,,PEC
108,83333,ychQ,ychQ,NE,,PEC
108,83333,yciA,yciA,NE,,PEC
108,83333,yciB,yciB,NE,,PEC
108,83333,yciC,yciC,NE,,PEC
108,83333,yciE,yciE,NE,,PEC
108,83333,yciF,yciF,NE,,PEC
108,83333,yciG,yciG,NE,,PEC
108,83333,yciH,yciH,NE,,PEC
108,83333,yciI,yciI,NE,,PEC
108,83333,yciK,yciK,NE,,PEC
108,83333,yciM,yciM,NE,,PEC
108,83333,yciN,yciN,NE,,PEC
108,83333,yciO,yciO,NE,,PEC
108,83333,yciQ,yciQ,NE,,PEC
108,83333,yciS,yciS,NE,,PEC
108,83333,yciT,yciT,NE,,PEC
108,83333,yciU,yciU,NE,,PEC
108,83333,yciV,yciV,NE,,PEC
108,83333,yciW,yciW,NE,,PEC
108,83333,yciX,yciX,NE,,PEC
108,83333,yciY,yciY,NE,,PEC
108,83333,yciZ,yciZ,NE,,PEC
108,83333,ycjD,ycjD,NE,,PEC
108,83333,ycjF,ycjF,NE,,PEC
108,83333,ycjG,ycjG,NE,,PEC
108,83333,ycjM,ycjM,NE,,PEC
108,83333,ycjN,ycjN,NE,,PEC
108,83333,ycjO,ycjO,NE,,PEC
108,83333,ycjP,ycjP,NE,,PEC
108,83333,ycjQ,ycjQ,NE,,PEC
108,83333,ycjR,ycjR,NE,,PEC
108,83333,ycjS,ycjS,NE,,PEC
108,83333,ycjT,ycjT,NE,,PEC
108,83333,ycjU,ycjU,NE,,PEC
108,83333,ycjV,ycjV,NE,,PEC
108,83333,ycjW,ycjW,NE,,PEC
108,83333,ycjX,ycjX,NE,,PEC
108,83333,ycjY,ycjY,NE,,PEC
108,83333,ycjZ,ycjZ,NE,,PEC
108,83333,ydaE,ydaE,NE,,PEC
108,83333,ydaF,ydaF,NE,,PEC
108,83333,ydaG,ydaG,NE,,PEC
108,83333,ydaM,ydaM,NE,,PEC
108,83333,ydaN,ydaN,NE,,PEC
108,83333,ydaQ,ydaQ,NE,,PEC
108,83333,ydaS,ydaS,NE,,PEC
108,83333,ydaT,ydaT,NE,,PEC
108,83333,ydaU,ydaU,NE,,PEC
108,83333,ydaV,ydaV,NE,,PEC
108,83333,ydaW,ydaW,NE,,PEC
108,83333,ydaY,ydaY,NE,,PEC
108,83333,ydbA,ydbA,NE,,PEC
108,83333,ydbC,ydbC,NE,,PEC
108,83333,ydbD,ydbD,NE,,PEC
108,83333,ydbH,ydbH,NE,,PEC
108,83333,ydbJ,ydbJ,NE,,PEC
108,83333,ydbK,ydbK,NE,,PEC
108,83333,ydbL,ydbL,NE,,PEC
108,83333,ydcA,ydcA,NE,,PEC
108,83333,ydcC,ydcC,NE,,PEC
108,83333,ydcD,ydcD,NE,,PEC
108,83333,ydcF,ydcF,NE,,PEC
108,83333,ydcH,ydcH,NE,,PEC
108,83333,ydcI,ydcI,NE,,PEC
108,83333,ydcJ,ydcJ,NE,,PEC
108,83333,ydcK,ydcK,NE,,PEC
108,83333,ydcL,ydcL,NE,,PEC
108,83333,ydcN,ydcN,NE,,PEC
108,83333,ydcO,ydcO,NE,,PEC
108,83333,ydcP,ydcP,NE,,PEC
108,83333,ydcR,ydcR,NE,,PEC
108,83333,ydcS,ydcS,NE,,PEC
108,83333,ydcT,ydcT,NE,,PEC
108,83333,ydcU,ydcU,NE,,PEC
108,83333,ydcV,ydcV,NE,,PEC
108,83333,ydcX,ydcX,NE,,PEC
108,83333,ydcY,ydcY,NE,,PEC
108,83333,ydcZ,ydcZ,NE,,PEC
108,83333,yddA,yddA,NE,,PEC
108,83333,yddB,yddB,NE,,PEC
108,83333,yddE,yddE,NE,,PEC
108,83333,yddG,yddG,NE,,PEC
108,83333,yddH,yddH,NE,,PEC
108,83333,yddK,yddK,NE,,PEC
108,83333,yddL,yddL,NE,,PEC
108,83333,yddM,yddM,NE,,PEC
108,83333,yddW,yddW,NE,,PEC
108,83333,ydeA,ydeA,NE,,PEC
108,83333,ydeE,ydeE,NE,,PEC
108,83333,ydeH,ydeH,NE,,PEC
108,83333,ydeI,ydeI,NE,,PEC
108,83333,ydeJ,ydeJ,NE,,PEC
108,83333,ydeM,ydeM,NE,,PEC
108,83333,ydeN,ydeN,NE,,PEC
108,83333,ydeO,ydeO,NE,,PEC
108,83333,ydeP,ydeP,NE,,PEC
108,83333,ydeQ,ydeQ,NE,,PEC
108,83333,ydeR,ydeR,NE,,PEC
108,83333,ydeS,ydeS,NE,,PEC
108,83333,ydeT,ydeT,NE,,PEC
108,83333,ydfA,ydfA,NE,,PEC
108,83333,ydfB,ydfB,NE,,PEC
108,83333,ydfC,ydfC,NE,,PEC
108,83333,ydfD,ydfD,NE,,PEC
108,83333,ydfE,ydfE,NE,,PEC
108,83333,ydfG,ydfG,NE,,PEC
108,83333,ydfH,ydfH,NE,,PEC
108,83333,ydfI,ydfI,NE,,PEC
108,83333,ydfJ,ydfJ,NE,,PEC
108,83333,ydfK,ydfK,NE,,PEC
108,83333,ydfO,ydfO,NE,,PEC
108,83333,ydfR,ydfR,NE,,PEC
108,83333,ydfU,ydfU,NE,,PEC
108,83333,ydfV,ydfV,NE,,PEC
108,83333,ydfX,ydfX,NE,,PEC
108,83333,ydfZ,ydfZ,NE,,PEC
108,83333,ydgA,ydgA,NE,,PEC
108,83333,ydgC,ydgC,NE,,PEC
108,83333,ydgD,ydgD,NE,,PEC
108,83333,ydgH,ydgH,NE,,PEC
108,83333,ydgI,ydgI,NE,,PEC
108,83333,ydgJ,ydgJ,NE,,PEC
108,83333,ydgK,ydgK,NE,,PEC
108,83333,ydgU,ydgU,NE,,PEC
108,83333,ydhB,ydhB,NE,,PEC
108,83333,ydhC,ydhC,NE,,PEC
108,83333,ydhF,ydhF,NE,,PEC
108,83333,ydhI,ydhI,NE,,PEC
108,83333,ydhJ,ydhJ,NE,,PEC
108,83333,ydhK,ydhK,NE,,PEC
108,83333,ydhL,ydhL,NE,,PEC
108,83333,ydhO,ydhO,NE,,PEC
108,83333,ydhP,ydhP,NE,,PEC
108,83333,ydhQ,ydhQ,NE,,PEC
108,83333,ydhR,ydhR,NE,,PEC
108,83333,ydhS,ydhS,NE,,PEC
108,83333,ydhT,ydhT,NE,,PEC
108,83333,ydhU,ydhU,NE,,PEC
108,83333,ydhV,ydhV,NE,,PEC
108,83333,ydhW,ydhW,NE,,PEC
108,83333,ydhX,ydhX,NE,,PEC
108,83333,ydhY,ydhY,NE,,PEC
108,83333,ydhZ,ydhZ,NE,,PEC
108,83333,ydiB,ydiB,NE,,PEC
108,83333,ydiE,ydiE,NE,,PEC
108,83333,ydiF,ydiF,NE,,PEC
108,83333,ydiH,ydiH,NE,,PEC
108,83333,ydiI,ydiI,NE,,PEC
108,83333,ydiJ,ydiJ,NE,,PEC
108,83333,ydiK,ydiK,NE,,PEC
108,83333,ydiL,ydiL,NE,,PEC
108,83333,ydiM,ydiM,NE,,PEC
108,83333,ydiN,ydiN,NE,,PEC
108,83333,ydiO,ydiO,NE,,PEC
108,83333,ydiP,ydiP,NE,,PEC
108,83333,ydiQ,ydiQ,NE,,PEC
108,83333,ydiR,ydiR,NE,,PEC
108,83333,ydiS,ydiS,NE,,PEC
108,83333,ydiT,ydiT,NE,,PEC
108,83333,ydiU,ydiU,NE,,PEC
108,83333,ydiV,ydiV,NE,,PEC
108,83333,ydiY,ydiY,NE,,PEC
108,83333,ydiZ,ydiZ,NE,,PEC
108,83333,ydjA,ydjA,NE,,PEC
108,83333,ydjE,ydjE,NE,,PEC
108,83333,ydjF,ydjF,NE,,PEC
108,83333,ydjG,ydjG,NE,,PEC
108,83333,ydjH,ydjH,NE,,PEC
108,83333,ydjI,ydjI,NE,,PEC
108,83333,ydjJ,ydjJ,NE,,PEC
108,83333,ydjK,ydjK,NE,,PEC
108,83333,ydjL,ydjL,NE,,PEC
108,83333,ydjM,ydjM,NE,,PEC
108,83333,ydjN,ydjN,NE,,PEC
108,83333,ydjO,ydjO,NE,,PEC
108,83333,ydjX,ydjX,NE,,PEC
108,83333,ydjY,ydjY,NE,,PEC
108,83333,ydjZ,ydjZ,NE,,PEC
108,83333,yeaC,yeaC,NE,,PEC
108,83333,yeaD,yeaD,NE,,PEC
108,83333,yeaE,yeaE,NE,,PEC
108,83333,yeaG,yeaG,NE,,PEC
108,83333,yeaH,yeaH,NE,,PEC
108,83333,yeaI,yeaI,NE,,PEC
108,83333,yeaJ,yeaJ,NE,,PEC
108,83333,yeaK,yeaK,NE,,PEC
108,83333,yeaL,yeaL,NE,,PEC
108,83333,yeaM,yeaM,NE,,PEC
108,83333,yeaN,yeaN,NE,,PEC
108,83333,yeaO,yeaO,NE,,PEC
108,83333,yeaP,yeaP,NE,,PEC
108,83333,yeaQ,yeaQ,NE,,PEC
108,83333,yeaR,yeaR,NE,,PEC
108,83333,yeaV,yeaV,NE,,PEC
108,83333,yeaW,yeaW,NE,,PEC
108,83333,yeaX,yeaX,NE,,PEC
108,83333,yeaY,yeaY,NE,,PEC
108,83333,yebA,yebA,NE,,PEC
108,83333,yebB,yebB,NE,,PEC
108,83333,yebC,yebC,NE,,PEC
108,83333,yebE,yebE,NE,,PEC
108,83333,yebF,yebF,NE,,PEC
108,83333,yebG,yebG,NE,,PEC
108,83333,yebK,yebK,NE,,PEC
108,83333,yebO,yebO,NE,,PEC
108,83333,yebQ,yebQ,NE,,PEC
108,83333,yebS,yebS,NE,,PEC
108,83333,yebT,yebT,NE,,PEC
108,83333,yebV,yebV,NE,,PEC
108,83333,yebW,yebW,NE,,PEC
108,83333,yebY,yebY,NE,,PEC
108,83333,yebZ,yebZ,NE,,PEC
108,83333,yecA,yecA,NE,,PEC
108,83333,yecC,yecC,NE,,PEC
108,83333,yecD,yecD,NE,,PEC
108,83333,yecE,yecE,NE,,PEC
108,83333,yecF,yecF,NE,,PEC
108,83333,yecH,yecH,NE,,PEC
108,83333,yecJ,yecJ,NE,,PEC
108,83333,yecM,yecM,NE,,PEC
108,83333,yecN,yecN,NE,,PEC
108,83333,yecR,yecR,NE,,PEC
108,83333,yecS,yecS,NE,,PEC
108,83333,yecT,yecT,NE,,PEC
108,83333,yedA,yedA,NE,,PEC
108,83333,yedD,yedD,NE,,PEC
108,83333,yedE,yedE,NE,,PEC
108,83333,yedF,yedF,NE,,PEC
108,83333,yedI,yedI,NE,,PEC
108,83333,yedJ,yedJ,NE,,PEC
108,83333,yedK,yedK,NE,,PEC
108,83333,yedL,yedL,NE,,PEC
108,83333,yedN,yedN,NE,,PEC
108,83333,yedP,yedP,NE,,PEC
108,83333,yedQ,yedQ,NE,,PEC
108,83333,yedR,yedR,NE,,PEC
108,83333,yedS,yedS,NE,,PEC
108,83333,yedV,yedV,NE,,PEC
108,83333,yedW,yedW,NE,,PEC
108,83333,yedY,yedY,NE,,PEC
108,83333,yedZ,yedZ,NE,,PEC
108,83333,yeeA,yeeA,NE,,PEC
108,83333,yeeD,yeeD,NE,,PEC
108,83333,yeeE,yeeE,NE,,PEC
108,83333,yeeH,yeeH,NE,,PEC
108,83333,yeeJ,yeeJ,NE,,PEC
108,83333,yeeL,yeeL,NE,,PEC
108,83333,yeeN,yeeN,NE,,PEC
108,83333,yeeO,yeeO,NE,,PEC
108,83333,yeeP,yeeP,NE,,PEC
108,83333,yeeR,yeeR,NE,,PEC
108,83333,yeeS,yeeS,NE,,PEC
108,83333,yeeT,yeeT,NE,,PEC
108,83333,yeeW,yeeW,NE,,PEC
108,83333,yeeX,yeeX,NE,,PEC
108,83333,yeeY,yeeY,NE,,PEC
108,83333,yeeZ,yeeZ,NE,,PEC
108,83333,yefM,yefM,NE,,PEC
108,83333,yegD,yegD,NE,,PEC
108,83333,yegE,yegE,NE,,PEC
108,83333,yegH,yegH,NE,,PEC
108,83333,yegI,yegI,NE,,PEC
108,83333,yegJ,yegJ,NE,,PEC
108,83333,yegK,yegK,NE,,PEC
108,83333,yegL,yegL,NE,,PEC
108,83333,yegP,yegP,NE,,PEC
108,83333,yegQ,yegQ,NE,,PEC
108,83333,yegR,yegR,NE,,PEC
108,83333,yegS,yegS,NE,,PEC
108,83333,yegT,yegT,NE,,PEC
108,83333,yegU,yegU,NE,,PEC
108,83333,yegV,yegV,NE,,PEC
